name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
The Garden Room,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, ","Irish, European, ","Breakfast, Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Welcome to the Garden Room Here's something new, something different. A fresh idea for a restaurant",4.5,Upper Merrion Street,Ireland,Province of Leinster,"{'latitude': '53.33852', 'longitude': '-6.252835'}",https://media-cdn.tripadvisor.com/media/photo-o/17/67/7e/c0/the-garden-room.jpg
Dillingers,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Free Wifi, ","American, Irish, ","Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, Gluten Free Options, ","A knife, a fork, a bottle and a cork",4.0,47 Ranelagh,Ireland,Province of Leinster,"{'latitude': '53.324898', 'longitude': '-6.253977'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/d6/c6/74/first-time-having-brunch.jpg
Pickles,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service, ","Irish, Cafe, ","Breakfast, Brunch, Lunch, ","Vegan Options, Vegetarian Friendly, ",,4.0,30-34 Glen Drive The Park Cabinteely,Ireland,Province of Leinster,"{'latitude': '53.260124', 'longitude': '-6.160708'}",https://media-cdn.tripadvisor.com/media/photo-o/12/da/a3/dc/pickles.jpg
Dail A Drink,,"European, ",,,Keep calm and dial a drink,0.0,Square Tallaght,Ireland,Province of Leinster,"{'latitude': '53.32307', 'longitude': '-6.26811'}",
Gourmet Cafe,,,,,,3.5,Churchview Rd Unit 12 Ballybrack Shopping Centre,Ireland,Province of Leinster,"{'latitude': '53.38772', 'longitude': '-6.30191'}",https://media-cdn.tripadvisor.com/media/photo-o/12/17/18/6f/the-service-counter.jpg
Mamma Mia Deli Cafe Bar,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, ","Italian, Pizza, Mediterranean, European, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,2 Grattan Street,Ireland,Province of Leinster,"{'latitude': '53.339462', 'longitude': '-6.244069'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/13/13/ae/photo0jpg.jpg
Camile Thai Santry,"Wheelchair Accessible, Delivery, Takeout, Parking Available, Free off-street parking, Television, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Accepts Credit Cards, ","Asian, Thai, ","Lunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,3.0,"Unit 96c, Omni Park Shopping Centre Santry",Ireland,Province of Leinster,"{'latitude': '53.39315', 'longitude': '-6.24786'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/d3/d7/7b/good-mood-thai-food.jpg
East Restaurant,"Takeout, Seating, Reservations, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Asian, Fusion, ","Lunch, Dinner, ","Vegetarian Friendly, Gluten Free Options, Vegan Options, ",,4.0,"Excise Walk, IFSC",Ireland,Province of Leinster,"{'latitude': '53.34791', 'longitude': '-6.243389'}",https://media-cdn.tripadvisor.com/media/photo-o/16/aa/0b/e3/come-in-please.jpg
Brickyard gastropub,"Reservations, Seating, Television, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, ","Bar, European, Pub, Irish, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Gluten Free Options, Vegan Options, ",,4.0,Unit 1 North Block Rockfield Central Ballally luas stop,Ireland,Province of Leinster,"{'latitude': '53.28626', 'longitude': '-6.23706'}",https://media-cdn.tripadvisor.com/media/photo-o/13/2c/53/0d/photo0jpg.jpg
Cafe Tri Via,"Takeout, Seating, ","Cafe, European, ","Breakfast, Lunch, Brunch, ",,,4.0,2 Lincoln Place,Ireland,Province of Leinster,"{'latitude': '53.34213', 'longitude': '-6.250597'}",https://media-cdn.tripadvisor.com/media/photo-o/13/fc/b2/b9/photo1jpg.jpg
Brambles Cafe,"Seating, Takeout, Wheelchair Accessible, ","Cafe, Irish, European, Central European, ","Breakfast, Lunch, Brunch, ","Vegetarian Friendly, ",,3.5,35A Kildare Street National Museum of Ireland - Archaeology,Ireland,Province of Leinster,"{'latitude': '53.34057', 'longitude': '-6.25564'}",https://media-cdn.tripadvisor.com/media/photo-o/14/75/41/19/brambles.jpg
The Tolka House,"Seating, Serves Alcohol, Reservations, Outdoor Seating, Parking Available, Street Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Sports bars, Gift Cards Available, ","Irish, Bar, Pub, ","Lunch, Dinner, Drinks, ",,Tolka House is located in Glasnevin on the banks of the Tolka River. Spacious bar and lounge area. Car Parking. Beer Garden. Carvery and A la Carte Menu,3.0,9A Glasnevin Hill Glasnevin Village,Ireland,Province of Leinster,"{'latitude': '53.374065', 'longitude': '-6.269075'}",https://media-cdn.tripadvisor.com/media/photo-o/17/31/3b/d6/photo0jpg.jpg
Yumi Chinese Take Away,,"Chinese, ",,,,4.5,38 Gledswood Drive,Ireland,Province of Leinster,"{'latitude': '53.30506', 'longitude': '-6.23714'}",
Five Guys,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, ","American, Fast Food, Diner, ","Brunch, Lunch, Dinner, Late Night, Drinks, ",,"Five Guys has been a Washington, DC area favorite since 1986 when Jerry and Janie Murrell offered sage advice to the four young Murrell brothers",3.5,"Sandyford Road Dundrum Shopping Centre, Upper Pembroke District",Ireland,Province of Leinster,"{'latitude': '53.286846', 'longitude': '-6.241926'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/df/3b/5c/five-guys-ireland-burger.jpg
Kokoro Ramen Bar,"Takeout, Reservations, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, ","Japanese, Sushi, Asian, Soups, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.0,The Barn 51 South William Street,Ireland,Province of Leinster,"{'latitude': '53.341633', 'longitude': '-6.262857'}",https://media-cdn.tripadvisor.com/media/photo-o/16/91/52/9c/img-20190215-133736-largejpg.jpg
Wynn's Hotel,"Seating, Highchairs Available, Serves Alcohol, Full Bar, Reservations, Table Service, ","Irish, European, ","Lunch, Dinner, Brunch, Breakfast, ",,centrally located for all the attractions of Dublin City,4.0,35 Lower Abbey Street,Ireland,Province of Leinster,"{'latitude': '53.34837', 'longitude': '-6.25881'}",
Quick Pizza and Peri Peri Chicken,"Delivery, Takeout, Seating, Parking Available, Street Parking, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, ","Pizza, Fast Food, European, Healthy, Central European, ","Lunch, Dinner, ",,"Quick Pizza and Peri Peri Chicken is a first of its kind food delivery service in the Dublin. Our food items include burgers, pizzas, fried chicken, wings, strips, wraps, and Peri Peri Chicken to satisfy maximum customers. Various tastes of burgers and pizzas are flavoured by deep chicken marination for 12 hours. We also deliver to Dublin 1,2,3,7,8 from 18",4.5,6 Mary Street Near Parnell and Henry Street,Ireland,Province of Leinster,"{'latitude': '53.34849', 'longitude': '-6.26802'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/d2/9a/b3/best-pizza-in-dublin.jpg
Saigon City,"Reservations, ","Chinese, Asian, Vietnamese, ","Dinner, ",,,3.0,38a Amiens Street,Ireland,Province of Leinster,"{'latitude': '53.35229', 'longitude': '-6.24966'}",https://media-cdn.tripadvisor.com/media/photo-o/08/c1/ce/e6/photo0jpg.jpg
El Patron,"Takeout, Seating, Wheelchair Accessible, Reservations, ","Mexican, Fast Food, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.5,4 King Street North,Ireland,Province of Leinster,"{'latitude': '53.35063', 'longitude': '-6.270794'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/7c/fc/0d/true-love-is-love-for.jpg
Millers Bistro,"Seating, Reservations, Table Service, ",,"Dinner, ",,,3.5,Lower Kilmacud Road Stillorgan,Ireland,Province of Leinster,"{'latitude': '53.289', 'longitude': '-6.22135'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/83/39/6a/photo1jpg.jpg
The Mint Bar,"Seating, Television, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations, Highchairs Available, Wheelchair Accessible, Wine and Beer, Free Wifi, Table Service, Live Music, Gift Cards Available, ","Irish, Bar, Pub, International, ","Lunch, Dinner, Late Night, Drinks, ","Gluten Free Options, ","The Mint Bar is a true hidden gem situated beneath the Westin Dublin in the heart of the City Centre. Located in the original vaults of an 18th-century bank, now recreated as a venue with a truly unique old world, yet contemporary atmosphere. During the weekdays it is an oasis for those who want to escape from the busy city life, offering a calm experience of moody sophistication. There is no better place in the heart of Dublin to relax and enjoy the finest-crafted cocktails. While at weekends, a lively transformation occurs with live music every Thursday and Saturday.",4.0,"Westmoreland Street, College Green The Westin Hotel",Ireland,Province of Leinster,"{'latitude': '53.345554', 'longitude': '-6.258846'}",https://media-cdn.tripadvisor.com/media/photo-o/15/22/0c/3b/the-mint-bar.jpg
The Wiley Fox,"Reservations, Seating, Serves Alcohol, ","Bar, Pub, American, Irish, Barbecue, ","Lunch, Dinner, Drinks, ",,"The Wiley Fox is an exciting new premises on Dublin's Eden Quay. The interior has recently been transformed with a cool retro industrial look and now serves a craft style food and drink offering in a laid back rustic style. The bar also comes equipped with a coffee shop serving hot drinks from early, and an intimate live music venue on the 1st floor keeping the party going till late. The venue has been fully fit with a high tech spec set-up in both audio and lighting and is served by a 2nd floor covered urban rooftop beer garden.",4.0,28 Eden Quay,Ireland,Province of Leinster,"{'latitude': '53.34838', 'longitude': '-6.25602'}",https://media-cdn.tripadvisor.com/media/photo-o/16/9b/6f/75/wings-the-wiley-fox.jpg
DCU Ryan Academy,,"Cafe, ",,,,3.5,"3013 Lake Drive, Citywest Business Campus",Ireland,Province of Leinster,"{'latitude': '53.29262', 'longitude': '-6.42685'}",https://media-cdn.tripadvisor.com/media/photo-o/12/96/3f/4d/dcu-ryan-academy.jpg
Borza's Donnybrook,,,,,,3.5,4 Donnybrook Road,Ireland,Province of Leinster,"{'latitude': '53.36381', 'longitude': '-6.21839'}",
Eddie Rocket's,"Seating, Highchairs Available, Takeout, Reservations, ","Diner, American, ","Brunch, Breakfast, Lunch, Dinner, ",,Eddie Rockets a unique American style diner operating nationwide. Customers love Eddie Rockets because the food is freshly cooked to order each and every time.,3.5,Wexford Street,Ireland,Province of Leinster,"{'latitude': '53.336555', 'longitude': '-6.265475'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/9f/6a/ed/img-20161021-wa0092-largejpg.jpg
The Ramblers Rest,,,,,,3.0,24 Church Road Ballybrack Village,Ireland,Province of Leinster,"{'latitude': '53.351826', 'longitude': '-6.234331'}",
Ranelagh,,"Fusion, ",,,,5.0,North Strand,Ireland,Province of Leinster,"{'latitude': '53.35872', 'longitude': '-6.24104'}",
Macari 66,"Takeout, Wheelchair Accessible, ","Fast Food, Seafood, ","Dinner, ",,,4.5,125A Braemor Road,Ireland,Province of Leinster,"{'latitude': '53.30069', 'longitude': '-6.26386'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/75/c0/9e/20161028-163410-largejpg.jpg
Harolds Cafe,,"Cafe, ",,,,5.0,43A Clanbrassil Street Upper,Ireland,Province of Leinster,"{'latitude': '53.33062', 'longitude': '-6.27512'}",https://media-cdn.tripadvisor.com/media/photo-o/04/c6/f3/34/getlstd-property-photo.jpg
Bakers Pub,"Television, Highchairs Available, Wheelchair Accessible, Seating, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, ","European, International, ","Brunch, ","Vegetarian Friendly, ",,4.5,47 - 48 Thomas Street The Liberties,Ireland,Province of Leinster,"{'latitude': '53.342777', 'longitude': '-6.279001'}",https://media-cdn.tripadvisor.com/media/photo-o/16/50/29/b9/20190201-141944-largejpg.jpg
Belle Cafe,,"Italian, ",,,,0.0,Unit 142 Blanchardstown Centre 47 48 Hogan Place,Ireland,Province of Leinster,"{'latitude': '53.34085', 'longitude': '-6.24513'}",
Camile Thai Phibsborough,"Takeout, Buffet, Seating, Parking Available, Street Parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Delivery, Reservations, Television, Highchairs Available, Accepts Credit Cards, ","Asian, Thai, Healthy, ","Dinner, Lunch, ","Vegetarian Friendly, Vegan Options, ",,4.0,143A Phibsborough Road Phibsborough,Ireland,Province of Leinster,"{'latitude': '53.362152', 'longitude': '-6.272339'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/d1/65/c0/camileie.jpg
Fish Shop,"Reservations, Seating, Serves Alcohol, Table Service, ","Seafood, Irish, ","Lunch, Dinner, ","Gluten Free Options, ",The Irish capital's resurgence over the last decade included a renewed love for great wines. Here's where you can find bottles across Dublin.,4.5,No. 6 Queen Street Smithfield,Ireland,Province of Leinster,"{'latitude': '53.34705', 'longitude': '-6.280206'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/cb/5b/20/photo0jpg.jpg
Han Yang,"Seating, ","Asian, Korean, ","Lunch, Dinner, ",,,4.5,22 Great Strand St,Ireland,Province of Leinster,"{'latitude': '53.33941', 'longitude': '-6.22139'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/e1/a0/dc/photo2jpg.jpg
Dandelion,"Reservations, Seating, Full Bar, Television, Serves Alcohol, Table Service, Live Music, ","Bar, Pub, ","Lunch, Dinner, Late Night, Drinks, ",,,3.5,St Stephens Green,Ireland,Province of Leinster,"{'latitude': '53.33985', 'longitude': '-6.26043'}",
Graze,,"Irish, ",,"Vegetarian Friendly, Vegan Options, ",,0.0,"32 North Brunswick Street Stoneybatter, Dublin 7",Ireland,Province of Leinster,"{'latitude': '53.350636', 'longitude': '-6.280397'}",
Pablo Picante Temple Bar,"Takeout, Seating, Serves Alcohol, ","Mexican, Fast Food, ","Lunch, ","Vegetarian Friendly, Vegan Options, ",,4.0,14 Aston Quay,Ireland,Province of Leinster,"{'latitude': '53.34629', 'longitude': '-6.2613'}",https://media-cdn.tripadvisor.com/media/photo-o/12/d0/d3/8b/aston-quay-pablo-s.jpg
Matt The Thresher,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music, ","Irish, Seafood, European, ","Lunch, Dinner, Brunch, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Matt the Thresher is an award winning family owned Seafood Bar and Restaurant, specialising in fresh wild Irish Seafood. We are located in the heart of Georgian Dublin in the city centre not far from St Stephen Green. We are opened 7 days a week for lunch and dinner. Reservations are recommended, you can book online by email or phone.",4.5,32 Pembroke Street Lower,Ireland,Province of Leinster,"{'latitude': '53.33705', 'longitude': '-6.251742'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/51/56/db/matt-the-thresher.jpg
Il Fornaio Enoteca,"Reservations, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Accepts Discover, Table Service, Takeout, ","Italian, Cafe, Mediterranean, European, ","Breakfast, Lunch, Dinner, Brunch, ","Vegetarian Friendly, ",Il Fornaio is a family run restaurant ,4.0,1 Liffey Street Lower,Ireland,Province of Leinster,"{'latitude': '53.3468', 'longitude': '-6.263269'}",https://media-cdn.tripadvisor.com/media/photo-o/15/88/3d/a3/our-special-platters.jpg
Urban Lunchbox,,"French, Vietnamese, ","Breakfast, Lunch, ",,,0.0,47 Bolton Street Bolton Street,Ireland,Province of Leinster,"{'latitude': '53.35196', 'longitude': '-6.26957'}",
Forno 500,"Delivery, Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service, ","Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,74 Dame Street,Ireland,Province of Leinster,"{'latitude': '53.344177', 'longitude': '-6.266238'}",https://media-cdn.tripadvisor.com/media/photo-o/19/d6/5b/08/img-20191004-150928-largejpg.jpg
Catch-22,"Delivery, Reservations, Takeout, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Gift Cards Available, ","Irish, Seafood, European, Healthy, ","Lunch, Dinner, Drinks, ","Gluten Free Options, ","Welcome to Catch-22, Clarendon Street's freshest dining addition. We are 1 minute walk from Grafton street in Dublin city centre. We love fish. We cook it simply and serve it quickly. We use quality ingredients and all of our food is freshly prepared every day on-site by our crew. Check out our menu online. Drop into us to Dine in or 2 Go ",4.5,32 Clarendon Street,Ireland,Province of Leinster,"{'latitude': '53.34102', 'longitude': '-6.262487'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/b2/ff/ed/catch-22.jpg
Pifko,"Takeout, Seating, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, ","Bar, European, Pub, Czech, Eastern European, Central European, ","Lunch, Dinner, ","Vegetarian Friendly, ","Hearty Czech food and craft beers in Dublin, Ireland",4.5,41-43 Usher's Quay,Ireland,Province of Leinster,"{'latitude': '53.3461', 'longitude': '-6.280417'}",https://media-cdn.tripadvisor.com/media/photo-o/06/a9/7f/e6/pifko.jpg
